duration(s),mode(str),current(A),voltage(V),cutoff_current(A),thermal_system_on(str),temperature_setpoint(degC),step_name(str)
3600.0,DISCHARGE,30.0,35.0,10.0,OFF,45.0,30A_discharge_to_35V
7200.0,DISCHARGE,5.0,1.0,0.0,OFF,45.0,5A_discharge_to_1V
