duration(s),mode(str),current(A),voltage(V),cutoff_current(A),thermal_system_on(str),temperature_setpoint(degC),step_name(str)
3600.0,CHARGE,25,56.0,3.0,OFF,45.0,25A_charge_to_80soc
300.0,REST,,,,OFF,45.0,5min_rest
648.0,DISCHARGE,60,35.0,5.0,OFF,45.0,60A_discharge_to_40soc
20.0,DISCHARGE,120,35.0,5.0,OFF,45.0,120A_discharge_for_20s
300.0,REST,,,,OFF,45.0,5min_rest
